OTUname	acc	Kingdom	Supergroup	Phylum	Tax1	Tax2	Species	Id	E-val	bit	length
OTU652	AY268040.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Silicofilosea	Allas	98.05	0.0	713	410
OTU653	HQ869322.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	unclassified_Cercozoa	Cercozoa_clone_SHBA662	90.82	9,00E-152	529	403
OTU654	AF472553.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.1	Guillou_II.1	92.29	5,00E-164	569	402
OTU655	EU286810.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Nassophorea	Nassula	Nassula_sp.	87.95	2,00E-79	289	249
OTU656	AY245692.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Brachidiniales	Brachidiniaceae_Karlodinium	Karlodinium	99.25	0.0	726	402
OTU657	FM164374.1	Eukaryota	stramenopiles	Diatoms	Fragilariophyceae[araphid	pennate_diatoms]	Fragilariales	Synedropsis	98.76	0.0	713	403
OTU659	AB430593.1	Eukaryota	stramenopiles	Chrysophyceae[golden_algae]	Chrysophyceae[golden_algae]	Chromulinales	Ochromonas	88.11	3,00E-136	477	412
OTU66	denovo40	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	KareniaProro_group	Dino_clone_Saanich_SGSU510	99.25	0.0	719	400
OTU660	AB474963	Eukaryota	stramenopiles	Chrysophyceae[golden_algae]	Chrysophyceae[golden_algae]	Chrysosphaerales	Chrysosaccus	90.42	3,00E-152	531	407
OTU661	FJ422988.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Novistrombidium	Novistrombidium	98.23	0.0	691	395
OTU662	GQ365798.1	Eukaryota	Telonemia	Telonemida	Telonemida	Telonema	Telonema	96.49	0.0	660	399
OTU663	GQ375266.1	Eukaryota	stramenopiles	Diatoms	Bacillariophyceae[raphid	pennate_diatoms]	Naviculales	Naviculales_sp._CCMP2297	99.75	0.0	725	396
OTU664	AF118443.1	Eukaryota	stramenopiles	Pelagophyceae	Pelagophyceae	Aureococcus	Aureococcus	100.00	0.0	752	407
OTU665	AJ561116.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	unclassified_Cercozoa	Pseudopirsonia	89.16	2,00E-144	505	415
OTU666	X85389.1	Eukaryota	stramenopiles	Diatoms	Mediophyceae[mixed_new_class]	Hemiaulales	Eucampia	99.26	0.0	730	404
OTU667	HM483394.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.3_4	Guillou_II.3_4	90.64	7,00E-153	532	406
OTU668	EF173014.1	Eukaryota	Alveolata	MALVs	MALV_II_C_group	Guillou_9_11	Guillou_9_11	92.82	7,00E-168	582	404
OTU669	AF472553.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.1	Guillou_II.1	93.52	2,00E-172	597	401
OTU67	AJ632205.1	Eukaryota	stramenopiles	Diatoms	Mediophyceae[mixed_new_class]	Thalassiosirales	Skeletonema	99.01	0.0	725	403
OTU670	AY381157.1	Eukaryota	stramenopiles	MASTs	MAST_3	MAST_3	HE000427.20	92.72	5,00E-169	586	412
OTU671	GU246584.1	Eukaryota	Rhizaria	Polycystinea	Polycystinea	unclassified_Polycystinea	Taxopodida_A	91.24	2,00E-158	551	411
OTU672	EF172987.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.3_4	Guillou_II.3_4	87.19	2,00E-129	455	406
OTU673	EF173006.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.5	Guillou_II.5	93.55	7,00E-173	599	403
OTU674	AM490984.2	Eukaryota	Haptophyceae[prymnesiophytes]	Coccosphaerales	Coccosphaerales	Pontosphaeraceae	Scyphosphaera	98.76	0.0	715	402
OTU675	Y16232.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Prorocentrales	Prorocentraceae_Prorocentrum	Prorocentrum_mexicanum	98.51	0.0	710	402
OTU676	EU024981.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Prostomatea	Urotricha	Urotricha_sp.	97.18	0.0	660	390
OTU678	FN562450.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Mamiella	93.03	2,00E-168	584	402
OTU679	EF172955.1	Eukaryota	Alveolata	MALVs	MALV_II_D_group	Guillou_8	Guillou_8	92.82	7,00E-168	582	404
OTU68	GQ365798.1	Eukaryota	Telonemia	Telonemida	Telonemida	Telonema	Telonema	94.50	7,00E-178	616	400
OTU680	AB120002.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gyrodinium	Gyrodinium_fusiforme	98.51	0.0	710	402
OTU681	EF172837.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.20	Guillou_II.20	91.83	3,00E-161	560	404
OTU682	AB430593.1	Eukaryota	stramenopiles	Eustigmatophyceae	Eustigmatophyceae	Pseudotetraedriella	Pseudotetraedriella	88.32	7,00E-138	483	411
OTU683	AY340591.1	Eukaryota	Alveolata	Ellobiopsidae	Ellobiopsidae	Ellobiopsidae	Thalassomyces_JDS_2003	100.00	0.0	725	392
OTU684	HQ912645.1	Eukaryota	stramenopiles	Diatoms	Bacillariophyceae[raphid	pennate_diatoms]	Bacillariales	Cylindrotheca	99.75	0.0	737	402
OTU685	HQ866287.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	KareniaProro_group	Dino_clone_Saanich_SGSU510	97.76	0.0	693	402
OTU686	EF172987.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.3_4	Guillou_II.3_4	88.15	1,00E-135	475	405
OTU687	HM483394.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.6	Guillou_II.6	90.69	7,00E-153	532	408
OTU688	AF022199.1	Eukaryota	Alveolata	MALVs	MALV_I_[Duboscquellida]	unclassified_MALV_1	unclassified_MALV_1	84.16	6,00E-109	387	404
OTU689	AF472553.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.1	Guillou_II.1	92.79	2,00E-167	580	402
OTU69	AF163148.1	Eukaryota	Haptophyceae[prymnesiophytes]	Phaeocystales	Phaeocystales	Phaeocystaceae	Phaeocystis	96.52	0.0	665	402
OTU690	AY381157.1	Eukaryota	stramenopiles	MASTs	MAST_3	MAST_3	HE000427.20	94.59	0.0	627	407
OTU691	EF172968.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.3_4	Guillou_II.3_4	97.01	0.0	676	402
OTU692	U14386.1	Eukaryota	stramenopiles	Pelagophyceae	Pelagophyceae	Pelagomonadales	Pelagococcus	100.00	0.0	752	407
OTU693	AY485446.1	Eukaryota	stramenopiles	Diatoms	Mediophyceae[mixed_new_class]	Chaetocerotales	Chaetoceros	96.04	0.0	656	404
OTU694	AF472553.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.1	Guillou_II.1	90.27	1,00E-150	525	401
OTU695	FJ824121.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Cryomonadida	Protaspis	91.48	3,00E-162	564	411
OTU696	AF472553.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.1	Guillou_II.1	97.01	0.0	675	401
OTU697	EU024981.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Prostomatea	Urotricha	Urotricha_sp.	95.13	7,00E-178	616	390
OTU698	DQ025753.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Micromonas_CCMP2099_Arctic	99.24	0.0	710	393
OTU699	EF172968.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.3_4	Guillou_II.3_4	92.82	7,00E-168	582	404
OTU7	DQ025753.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Micromonas_CCMP2099_Arctic	100.00	0.0	730	395
OTU700	AF167155.1	Eukaryota	stramenopiles	Bolidophyceae	Bolidophyceae	Bolidomonas	Bolidomonas	92.12	2,00E-163	568	406
OTU701	FN562450.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Mamiella	94.01	4,00E-175	606	401
OTU702	EF172798.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.7_36	Guillou_II.7_36	95.78	0.0	649	403
OTU704	EF173017.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.6	Guillou_II.6	95.26	0.0	634	401
OTU705	AF174376	Eukaryota	stramenopiles	Chrysophyceae[golden_algae]	Chrysophyceae[golden_algae]	Chromulinales	Paraphysomonas	98.02	0.0	702	404
OTU706	AF472553.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.1	Guillou_II.1	95.52	0.0	641	402
OTU707	AB183673.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Peridiniales	Protoperidiniaceae_Protoperidinium	Prorocentrum_triestinum_strain_MBIC11147	88.75	2,00E-139	488	409
OTU708	EU247837.1	Eukaryota	stramenopiles	Pelagophyceae	Pelagophyceae	unclassified_Pelagophyceae	Pelagophyte_CCMP2097	100.00	0.0	752	407
OTU709	EU818590.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.3_4	Guillou_II.3_4	86.82	4,00E-125	440	402
OTU71	AJ535176.1	Eukaryota	stramenopiles	Diatoms	Coscinodiscophyceae[centric_diatoms]	Leptocylindrales	Leptocylindrus	99.51	0.0	741	407
OTU711	DQ060525.1	Eukaryota	Picozoas	environmental_picozoa_clone	environmental_picozoa_clone	Uncultured_Arctic_marine_picozoa_clone	NW617.02	97.52	0.0	689	403
OTU712	AF139462.1	Eukaryota	Rhodophyta	Bangiophyceae	Bangiophyceae	Rhodochaetales	Rhodochaete	90.80	1,00E-91	329	250
OTU713	AF290077.2	Eukaryota	Alveolata	MALVs	MALV_II_D_group	Guillou_13_23	Guillou_13_23	89.83	7,00E-148	516	403
OTU714	AY551272.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Uncultured_Arctic_clade	Uncultured_Arctic_clade	uncultured_Arctic_clade1	85.93	4,00E-120	424	405
OTU715	EF165120	Eukaryota	stramenopiles	Chrysophyceae[golden_algae]	Chrysophyceae[golden_algae]	Chromulinales	Kephyrion_CCMP3057	88.92	9,00E-142	496	406
OTU716	EF173014.1	Eukaryota	Alveolata	MALVs	MALV_II_C_group	Guillou_9_11	Guillou_9_11	92.59	3,00E-166	577	405
OTU717	EU500144.1	Eukaryota	stramenopiles	Labyrinthulida	Labyrinthulida	Thraustochytriidae	Oblongichytrium_PBS03	88.86	1,00E-140	492	413
OTU718	EF526808.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Uncultured_Arctic_clade	Uncultured_Arctic_clade	uncultured_Arctic_clade1	87.96	2,00E-134	472	407
OTU719	JF730832.1	Eukaryota	stramenopiles	Chrysophyceae[golden_algae]	Chrysophyceae[golden_algae]	Chromulinales	Kephyrion_CCMP3057	86.65	4,00E-125	440	412
OTU72	denovo6	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Uncultured_Arctic_clade	Uncultured_Arctic_clade	uncultured_Arctic_clade1	86.03	1,00E-120	425	408
OTU720	Z22878.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Colpodea	Buraria	Buraria_sp.	81.75	3,00E-87	315	400
OTU721	FN562450.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Mamiella	94.51	2,00E-178	617	401
OTU722	X85401.2	Eukaryota	stramenopiles	Diatoms	Coscinodiscophyceae[centric_diatoms]	Coscinodiscales	Actinocyclus	99.26	0.0	730	404
OTU723	EF526808.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	KareniaProro_group	Dino_clone_NIF_3A1	98.01	0.0	699	402
OTU724	FN562450.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Dolichomastix	90.10	7,00E-148	516	404
OTU725	AF274260	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gymnodinium	Gymnodinium_sp.	98.51	0.0	710	402
OTU726	AB295041.1	Eukaryota	Alveolata	MALVs	MALV_I_[Duboscquellida]	unclassified_MALV_1	unclassified_MALV_1	94.00	4,00E-175	606	400
OTU727	EF486866.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Nassophorea	Nassula	Nassula_sp.	81.09	8,00E-83	300	402
OTU728	EU780649.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Dinophysiales	Dinophysiaceae_Dinophysis	Ornithocercus	93.56	2,00E-172	597	404
OTU729	EF172955.1	Eukaryota	Alveolata	MALVs	MALV_II_D_group	Guillou_8	Guillou_8	91.79	1,00E-160	558	402
OTU73	DQ120005.1	Eukaryota	Choanoflagellates	Choanoflagellida	Acanthoecida	Stephanoecidae	Didymoeca_NOR46.34	100.00	0.0	737	399
OTU730	GU819882.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	Environ_group_AB5	Dino_clone_AB5F14RM14E08	98.25	0.0	702	401
OTU731	AM490984.2	Eukaryota	Haptophyceae[prymnesiophytes]	Coccosphaerales	Coccosphaerales	Pontosphaeraceae	Scyphosphaera	97.26	0.0	682	402
OTU732	EF172798.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.7_36	Guillou_II.7_36	94.06	3,00E-176	610	404
OTU733	AY541683.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Choreotrichida	Pelagostrobilidium	Pelagostrobilidium_neptuni	91.65	3,00E-156	544	395
OTU734	AJ628250.2	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Choreotrichida	Strombidinopsis	Strombidinopsis_jeokjo	96.96	0.0	664	395
OTU735	EF172955.1	Eukaryota	Alveolata	MALVs	MALV_II_D_group	Guillou_8	Guillou_8	91.81	3,00E-161	560	403
OTU736	GU246584.1	Eukaryota	Rhizaria	Polycystinea	Polycystinea	unclassified_Polycystinea	Taxopodida_A	91.20	2,00E-158	551	409
OTU737	HQ912677.1	Eukaryota	stramenopiles	Diatoms	Mediophyceae[mixed_new_class]	Biddulphiales	Biddulphia	90.53	6,00E-154	536	412
OTU738	AY954993.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Micromonas_CCMP1195_clade_C	99.24	0.0	713	395
OTU739	KP790160.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	Katodinium	96.52	0.0	665	402
OTU74	EF195735.1	Eukaryota	Cryptophyta	Cryptomonadales	Pyrenomonadales	Geminigeraceae	PlagioselmisTeleaulaxComplex	Teleaulax_amphioxeia	100.00	0.0	732	396
OTU740	AY381157.1	Eukaryota	stramenopiles	MASTs	MAST_3	MAST_3	HE000427.20	90.00	2,00E-149	521	410
OTU742	FN562450.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Mamiella	93.52	9,00E-172	595	401
OTU743	AF472553.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.1	Guillou_II.1	97.26	0.0	680	401
OTU744	AF472553.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.1	Guillou_II.1	92.77	2,00E-167	580	401
OTU745	EF432541.1	Eukaryota	Choanoflagellates	Choanoflagellida	Acanthoecida	Stephanoecidae	Stephanoecidae_SL163	90.86	3,00E-152	531	405
OTU746	KP790160.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	Katodinium	99.00	0.0	721	402
OTU747	AM491027.2	Eukaryota	Haptophyceae[prymnesiophytes]	Prymnesiales	Prymnesiales	Prymnesiaceae	Platychrysis	97.51	0.0	688	402
OTU748	DQ779984.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Cochlodinium	Cochlodinium_polykrikoides	96.27	0.0	660	402
OTU749	HQ912569.1	Eukaryota	stramenopiles	Diatoms	Coscinodiscophyceae[centric_diatoms]	Rhizosolenid	Guinardia	86.00	3,00E-122	431	407
OTU75	U14388.1	Eukaryota	stramenopiles	MASTs	MAST_10	MAST_10	hotxp2a1	89.60	1,00E-40	159	125
OTU750	denovo6	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Uncultured_Arctic_clade	Uncultured_Arctic_clade	uncultured_Arctic_clade1	86.10	1,00E-120	425	410
OTU751	AB120001.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gyrodinium	Gyrodinium_clone_AN0680L16	88.31	9,00E-137	479	402
OTU753	EF172798.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.7_36	Guillou_II.7_36	95.78	0.0	649	403
OTU754	EF526808.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	KareniaProro_group	Dino_clone_NIF_3A1	99.25	0.0	726	402
OTU755	AB120001.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gyrodinium	Gyrodinium_spirale	98.26	0.0	704	402
OTU757	GQ365798.1	Eukaryota	Telonemia	Telonemida	Telonemida	Telonema	Telonema	94.50	2,00E-177	614	400
OTU758	AJ561116.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	unclassified_Cercozoa	Pseudopirsonia	88.86	7,00E-143	499	413
OTU759	FN263030.1	Eukaryota	Alveolata	MALVs	MALV_I_[Duboscquellida]	unclassified_MALV_1	unclassified_MALV_1	95.52	0.0	641	402
OTU76	AJ404886.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Prasinophyceae	Pyramimonas	98.26	0.0	704	402
OTU760	AB474963	Eukaryota	stramenopiles	Chrysophyceae[golden_algae]	Chrysophyceae[golden_algae]	Chromulinales	Paraphysomonas	90.42	3,00E-152	531	407
OTU761	AF509625.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Mamiellophyceae	Dolichomastix	93.73	7,00E-173	599	399
OTU763	AB120004.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Brachidiniales	Brachidiniaceae_Karenia	Karenia_bidigitata	95.31	0.0	638	405
OTU764	GU001637.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	Katodinium	83.99	3,00E-107	381	406
OTU765	HM805020.1	Eukaryota	stramenopiles	Diatoms	Bacillariophyceae[raphid	pennate_diatoms]	Bacillariales	Bacillaria	97.02	0.0	676	403
OTU767	AF290077.2	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.25	Guillou_II.25	91.83	3,00E-161	560	404
OTU768	EU780626.1	Eukaryota	Alveolata	MALVs	MALV_II_F_group	Guillou_26	Guillou_26	97.00	0.0	671	400
OTU77	FJ032664.1	Eukaryota	stramenopiles	MASTs	MAST_1	MAST_1c	DH18_4A29	96.28	0.0	660	403
OTU770	AM491021.2	Eukaryota	Haptophyceae[prymnesiophytes]	Prymnesiales	Prymnesiales	Prymnesiaceae	Chrysochromulina	98.01	0.0	699	402
OTU771	AF077055.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Uncultured_Arctic_clade	Uncultured_Arctic_clade	uncultured_Arctic_clade1	86.14	7,00E-123	433	404
OTU772	EF172955.1	Eukaryota	Alveolata	MALVs	MALV_II_D_group	Guillou_8	Guillou_8	95.27	0.0	638	402
OTU773	HQ912624.1	Eukaryota	stramenopiles	Diatoms	Mediophyceae[mixed_new_class]	Hemiaulales	Hemiaulus	93.58	5,00E-174	603	405
OTU774	AF363188.2	Eukaryota	stramenopiles	MASTs	MAST_4	MAST_4	ME1_18	100.00	0.0	747	404
OTU775	EU780604.1	Eukaryota	Alveolata	MALVs	MALV_III_[Syndinales]	Envrion_III.A	Envrion_III.A	98.76	0.0	717	403
OTU776	AB275066.1	Eukaryota	Choanoflagellates	Choanoflagellida	Crespedida	Crespedida	DSGM66	90.52	1,00E-150	525	401
OTU777	EU793379.1	Eukaryota	Alveolata	MALVs	MALV_I_[Duboscquellida]	unclassified_MALV_1	unclassified_MALV_1	96.50	0.0	662	400
OTU778	FJ422988.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Oligotrichida	Strombidiidae	Novistrombidium	Novistrombidium	97.22	0.0	669	395
OTU779	DQ393786.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Spirotrichea	Oligotrichea	Choreotrichida	Strobilidium	Strobilidium_caudatum	89.05	5,00E-139	486	402
OTU78	U37367.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Gymnodinium	Gymnodinium_beii	98.26	0.0	704	403
OTU780	GU001637.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Peridiniales	Peridiniales_incerate_sedis_Pentapharsodinium	Peridinium_umbonatum	97.76	0.0	693	402
OTU781	FJ663049.1	Eukaryota	Alveolata	Dinoflagellates	Syndiniophyceae_Coccidiniales	Chytriodiniaceae_Chytriodinium	Chytriodinium	98.25	0.0	702	401
OTU782	HQ866287.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	KareniaProro_group	Dino_clone_Saanich_SGSU510	97.51	0.0	688	402
OTU783	EF432541.1	Eukaryota	Choanoflagellates	Choanoflagellida	Acanthoecida	Acanthoecidae	Unclassified_Acanthoecidae	88.15	2,00E-133	468	405
OTU784	DQ314810.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	Cryomonadida	Cryothecomonad_NW617.37	91.38	4,00E-160	556	406
OTU785	EF172968.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.3_4	Guillou_II.3_4	100.00	0.0	743	402
OTU786	EF173014.1	Eukaryota	Alveolata	MALVs	MALV_II_E_group	Guillou_14_15	Guillou_14_15	83.74	2,00E-104	372	406
OTU789	EU141942.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Prasinophyceae	Pyramimonas	99.00	0.0	719	402
OTU79	AJ404886.1	Eukaryota	Viridiplantae_Chlorophyta	Chlorophyta[green_algae]	Chlorophyta[green_algae]	Prasinophyceae	Pyramimonas	100.00	0.0	743	402
OTU790	AF167155.1	Eukaryota	stramenopiles	Bolidophyceae	Bolidophyceae	Bolidomonas	Bolidomonas	99.50	0.0	736	404
OTU791	FN999015.1	Eukaryota	Alveolata	Ciliophora	Intramacronucleata_Oligohymenophorea	Durchoniella_ALS_2010b	Durchoniella_ALS_2010b	92.33	2,00E-158	551	391
OTU792	AB430593.1	Eukaryota	stramenopiles	MASTs	MAST_1	MAST_1c	DH18_4A29	86.06	3,00E-122	431	409
OTU794	HQ866287.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	KareniaProro_group	Dino_clone_Saanich_SGSU510	99.50	0.0	732	402
OTU795	EF173006.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.5	Guillou_II.5	86.49	7,00E-123	433	407
OTU797	HQ912624.1	Eukaryota	stramenopiles	Diatoms	Mediophyceae[mixed_new_class]	Hemiaulales	Hemiaulus	92.87	5,00E-169	586	407
OTU798	AF274270	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Peridiniales	Peridiniales_incerate_sedis_Pentapharsodinium	Pentapharsodinium_sp._CCMP771_strain_CCMP_771	98.76	0.0	715	402
OTU799	HM067002.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Brachidiniales	Brachidiniaceae_Karenia	Karenia_bidigitata	99.00	0.0	721	402
OTU8	EF058252.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Gymnodiniales	Gymnodiniaceae_Woloszynskiaceae	Woloszynskia_halophila_strain_WHTV_S1	100.00	0.0	743	402
OTU80	DQ647534.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	unclassified_Cercozoa	Cercozoa_clone_AD6.07	91.76	2,00E-98	351	255
OTU800	FJ032659.1	Eukaryota	stramenopiles	Pelagophyceae	Pelagophyceae	unclassified_Pelagophyceae	Pelagophyte_clone_DH114_3A43	97.30	0.0	691	407
OTU801	AF168627.1	Eukaryota	Rhodophyta	Goniotrichales	Goniotrichales	Goniotricaceae	Bangiopsis	89.33	1,00E-85	309	253
OTU802	X77479.1	Eukaryota	Haptophyceae[prymnesiophytes]	Phaeocystales	Phaeocystales	Phaeocystaceae	Phaeocystis	99.01	0.0	721	403
OTU803	EF172987.1	Eukaryota	Alveolata	MALVs	MALV_II_C_group	Guillou_9_11	Guillou_9_11	96.77	0.0	671	402
OTU804	NULL	No	NULL	NULL	NULL	NULL
OTU805	HQ869322.1	Eukaryota	Rhizaria	Cercozoa	Cercozoa	unclassified_Cercozoa	Cercozoa_clone_SHBA662	90.98	2,00E-152	531	399
OTU806	AB246693.1	Eukaryota	Rhizaria	Sticholonche	Sticholonche	Sticholonchidae	Sticholonche	90.00	2,00E-149	521	410
OTU807	AB178585.1	Eukaryota	Rhizaria	Acantharea	Acantharea	Chaunacanthida	Chaunacanthid	86.93	2,00E-123	435	398
OTU808	AF472553.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.1	Guillou_II.1	96.02	0.0	652	402
OTU809	JF730832.1	Eukaryota	stramenopiles	Chrysophyceae[golden_algae]	Chrysophyceae[golden_algae]	unclassified_Chrysophyte	Chrysophyte_clone_ArcticLakeA8E2G5	96.53	0.0	669	404
OTU81	HQ866287.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	KareniaProro_group	Dino_clone_Saanich_SGSU510	97.76	0.0	693	402
OTU810	U73230.1	Eukaryota	stramenopiles	Chrysophyceae[golden_algae]	Chrysophyceae[golden_algae]	unclassified_Chrysophyte	Chrysophyte_CCMP2296	93.09	4,00E-170	590	405
OTU811	U14386.1	Eukaryota	stramenopiles	Pelagophyceae	Pelagophyceae	Pelagomonadales	Pelagococcus	97.54	0.0	697	407
OTU812	AY381157.1	Eukaryota	stramenopiles	MASTs	MAST_3	MAST_3	HE000427.20	94.35	1,00E-179	621	407
OTU813	GU246568.1	Eukaryota	Rhizaria	Acantharea	Acantharea	Sphaenacanthida	Acanthometra	84.42	1,00E-105	375	398
OTU814	AF472553.1	Eukaryota	Alveolata	MALVs	MALV_II_[Amoebophrya]	Guillou_II.1	Guillou_II.1	93.77	5,00E-174	603	401
OTU815	EF172798.1	Eukaryota	Alveolata	MALVs	MALV_II_B_group	Guillou_II.7_36	Guillou_II.7_36	96.54	0.0	665	405
OTU816	HQ866287.1	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_GPP	KareniaProro_group	Dino_clone_Saanich_SGSU510	98.51	0.0	710	402
OTU817	denovo6	Eukaryota	Alveolata	Dinoflagellates	Dinophyceae_Uncultured_Arctic_clade	Uncultured_Arctic_clade	uncultured_Arctic_clade1	85.12	6,00E-114	403	410
